Date,A.csv,AAL.csv,AAP.csv,AAPL.csv,ABBV.csv,ABC.csv,ABMD.csv,ABT.csv,ACN.csv,ADBE.csv,ADI.csv,ADM.csv,ADP.csv,ADS.csv,ADSK.csv,AEE.csv,AEP.csv,AES.csv,AET.csv,AFL.csv,AGN.csv,AIG.csv,AIV.csv,AIZ.csv,AJG.csv,AKAM.csv,ALB.csv,ALGN.csv,ALK.csv,ALL.csv,ALLE.csv,ALXN.csv,AMAT.csv,AMD.csv,AME.csv,AMG.csv,AMGN.csv,AMP.csv,AMT.csv,AMZN.csv,ANSS.csv,ANTM.csv,AON.csv,AOS.csv,APA.csv,APC.csv,APD.csv,APH.csv,APTV.csv,ARE.csv,ARNC.csv,ATVI.csv,AVB.csv,AVGO.csv,AVY.csv,AWK.csv,AXP.csv,AZO.csv,BA.csv,BAC.csv,BAX.csv,BBT.csv,BBY.csv,BDX.csv,BF.B.csv,BHGE.csv,BIIB.csv,BK.csv,BLK.csv,BLL.csv,BMY.csv,BR.csv,BRK.B.csv,BSX.csv,BWA.csv,BXP.csv,CA.csv,CAH.csv,CAT.csv,CBOE.csv,CCL.csv,CDNS.csv,CHRW.csv,COF.csv,COG.csv,CPB.csv,GOOG.csv,GOOGL.csv,HRB.csv,KMX.csv,LNT.csv,MMM.csv,MO.csv,T.csv
2015-05-13,41.81,48.49,149.38,126.01,65.3,114.3,66.25,47.03,95.68,77.08,62.24,52.16,86.31,297.74,58.69,39.83,54.28,13.36,109.79,31.8,295.69,58.74,37.28,64.06,48.29,76.12,62.54,58.75,64.71,66.99,61.74,159.41,19.93,2.37,54.34,220.96,158.39,126.5,92.94,426.87,88.2,158.79,98.63,34.49,62.7,85.11,134.0069,56.95,71.4962,91.4,,24.63,164.09,123.13,59.83,52.23,79.86,680.36,145.62,16.47,36.9958,39.09,36.2,138.86,36.9,,359.2663,43.27,365.13,35.755,67.4,51.53,144.26,17.23,61.28,130.65,31.53,86.48,88.44,58.85,45.77,18.99,64.54,83.65,35.12,45.81,529.62,539.5,31.54,71.11,29.735,161.31,51.0,33.9
2015-05-14,42.05,48.815,149.86,128.95,65.97,114.66,68.31,48.67,96.98,79.43,63.4,52.88,87.99,298.8,58.98,40.26,55.1,13.54,111.48,31.885,297.46,58.97,37.9,64.92,48.36,78.36,63.63,59.31,66.13,67.64,61.87,161.69,19.86,2.33,55.22,223.37,161.98,128.3,94.81,432.28,90.48,160.0,99.98,34.745,62.63,84.49,136.4753,58.08,72.4929,93.31,,25.17,167.19,126.94,60.51,52.99,80.75,682.13,147.96,16.52,37.5065,39.17,34.82,141.04,37.736,,363.2363,43.37,371.47,35.985,67.45,51.71,145.78,17.91,61.66,133.36,32.02,88.0,88.74,59.4,47.37,19.26,64.38,84.47,35.32,46.48,538.4,549.2,32.03,71.72,30.135,163.15,52.6,34.13
2015-05-15,42.04,48.665,151.62,128.77,65.99,114.18,67.45,48.71,97.02,78.92,63.175,53.04,87.77,297.48,58.8,40.54,55.6,13.7,112.74,31.835,296.6,58.36,38.35,65.25,48.02,77.96,64.38,59.28,66.5,67.6,61.79,160.56,20.2,2.32,55.38,222.4,162.36,128.0,95.51,426.0,89.7,161.37,99.55,34.88,63.42,84.67,137.2704,57.78,73.0792,94.31,,25.42,168.45,127.87,60.52,53.65,80.22,689.85,146.88,16.35,37.6803,38.72,34.59,141.48,38.02,,360.3716,43.09,370.85,36.505,67.64,52.75,145.26,17.85,61.82,134.7,31.69,87.55,88.43,58.69,47.9,19.2,64.52,84.03,35.4,46.85,533.85,546.5,31.35,72.26,30.5,163.3,52.82,34.33
2015-05-18,42.63,49.0,151.88,130.19,65.61,113.31,68.66,48.84,97.46,79.41,63.36,53.13,87.48,300.48,58.4,40.78,55.88,13.74,113.73,31.965,295.76,58.89,37.81,66.14,48.35,77.94,63.26,59.86,67.58,68.09,61.89,163.16,20.19,2.35,55.38,224.8,163.44,128.97,95.2,425.24,90.32,163.25,101.05,34.925,63.78,84.98,136.7619,58.16,73.0373,94.53,,25.42,167.84,130.18,60.21,53.86,80.17,693.52,146.71,16.51,37.0773,39.23,35.09,141.61,38.036,,364.2218,43.47,370.71,36.84,68.0,53.78,145.83,18.06,61.69,134.31,31.75,87.85,88.29,58.31,47.91,19.48,65.41,84.56,35.15,46.79,532.3,546.7,31.63,73.0,30.615,162.87,51.95,34.87
2015-05-19,42.37,47.85,152.94,130.07,65.73,115.11,68.01,49.01,97.18,79.62,63.45,52.52,87.9,300.91,57.52,40.74,55.8,13.62,114.09,32.125,298.43,59.41,37.89,66.4,48.7,77.3,62.7,59.24,66.99,68.75,61.83,161.96,19.99,2.28,54.96,224.34,163.56,128.97,95.45,421.71,90.11,164.44,101.43,35.065,62.17,83.56,136.3736,58.06,73.029,94.53,,25.48,167.62,129.47,61.0,53.66,81.36,694.58,147.05,16.77,37.2023,39.78,34.98,141.42,38.144,,363.9916,43.54,371.08,36.605,68.27,54.17,146.54,18.12,60.99,133.39,31.73,87.3,87.24,58.45,48.36,19.4,64.86,85.41,35.0,46.72,537.36,549.3,31.88,72.26,30.63,163.12,51.78,34.37
2015-05-20,42.61,43.06,149.9,130.06,65.89,114.71,66.85,49.14,97.05,79.61,66.18,52.43,87.43,300.0,57.58,40.92,55.92,13.63,114.4,32.355,297.5,59.96,37.96,66.5,49.5,76.91,62.54,59.22,63.96,68.73,61.54,164.44,19.91,2.32,54.94,225.71,163.98,128.46,94.32,423.86,90.51,163.57,102.21,34.995,61.61,83.4,136.013,58.27,72.7442,94.63,,25.75,167.46,129.11,61.03,53.44,80.96,687.81,146.42,16.74,36.9143,39.59,33.78,141.38,38.044000000000004,,369.3616,43.62,370.25,36.47,69.08,54.54,145.94,17.98,60.79,133.31,31.36,88.07,87.93,58.15,47.52,19.56,63.91,85.35,34.95,46.7,539.27,552.5,31.93,72.3,30.7,161.9,51.8,34.62
2015-05-21,42.32,42.47,157.5,131.39,65.65,113.94,65.07,49.34,96.83,80.56,65.49,52.92,87.27,297.2,57.51,40.67,55.81,13.78,114.69,31.445,301.22,60.22,37.78,66.46,49.18,77.64,62.71,59.38,64.69,68.1,61.4,168.57,20.15,2.28,54.95,225.46,163.84,128.29,93.9,431.63,90.22,164.62,102.36,34.855,62.17,85.6,136.8174,57.97,73.1127,93.74,,25.62,165.6,129.59,61.96,53.39,80.76,691.91,147.35,16.73,36.6916,39.56,35.11,142.41,37.928000000000004,,369.4998,43.64,368.22,36.255,68.89,54.17,145.27,17.87,61.55,132.24,31.6,88.66,89.33,58.06,47.4,19.82,64.26,85.11,34.99,46.93,542.51,556.8,32.12,72.51,30.665,162.06,51.64,35.07
2015-05-22,42.5,42.61,160.2,132.54,65.48,113.8,63.45,49.03,96.39,80.04,67.095,52.67,86.82,300.31,56.39,40.65,55.65,13.7,114.52,31.355,301.35,59.88,37.96,66.3,49.22,77.66,61.87,59.29,64.4,67.6,61.26,171.94,20.14,2.28,54.75,224.88,163.58,128.27,94.35,427.63,90.03,164.19,102.89,35.15,62.53,86.17,135.6895,57.93,72.8866,93.48,,25.49,166.24,132.64,62.58,52.91,81.25,689.18,144.81,16.75,36.5993,39.41,34.33,141.94,37.8,,367.2246,43.47,368.08,36.435,68.3,54.08,144.6,17.83,61.1,132.87,31.33,88.5,88.63,59.16,47.35,19.9,64.03,85.02,35.1,47.91,540.11,554.5,32.09,72.41,30.605,160.98,51.23,34.71
2015-05-25,42.5,42.61,160.2,132.54,65.48,113.8,63.45,49.03,96.39,80.04,67.095,52.67,86.82,300.31,56.39,40.65,55.65,13.7,114.52,31.355,301.35,59.88,37.96,66.3,49.22,77.66,61.87,59.29,64.4,67.6,61.26,171.94,20.14,2.28,54.75,224.88,163.58,128.27,94.35,427.63,90.03,164.19,102.89,35.15,62.53,86.17,135.6895,57.93,72.8866,93.48,,25.49,166.24,132.64,62.58,52.91,81.25,689.18,144.81,16.75,36.5993,39.41,34.33,141.94,37.8,,367.2246,43.47,368.08,36.435,68.3,54.08,144.6,17.83,61.1,132.87,31.33,88.5,88.63,59.16,47.35,19.9,64.03,85.02,35.1,47.91,540.11,554.5,32.09,72.41,30.605,160.98,51.23,34.71
2015-05-26,42.06,41.555,158.0,129.62,66.1,113.0,60.74,48.6,96.09,79.365,66.85,52.15,85.42,297.75,55.085,40.32,55.33,13.42,113.88,30.87,300.07,59.23,37.62,65.68,49.09,76.925,61.16,59.27,62.37,67.38,60.89,165.94,19.99,2.22,53.9,222.63,159.01,126.81,94.61,425.47,89.12,162.34,102.15,35.145,61.41,84.18,135.0146,57.18,72.183,93.33,,25.41,164.83,131.3,62.08,52.82,80.19,688.43,142.8,16.5,36.5178,39.59,33.9,140.28,37.688,,361.8823,43.46,365.03,35.835,67.5,53.86,143.63,17.77,60.41,131.23,30.75,87.59,87.84,58.81,46.95,19.885,62.93,83.95,34.7,47.74,532.32,547.2,31.7,71.71,30.34,159.59,51.28,34.67
2015-05-27,42.61,42.24,157.22,132.045,67.38,113.59,61.85,49.01,96.77,80.16,68.29,53.17,85.91,302.28,55.49,40.39,56.06,13.44,115.21,31.23,306.79,59.39,38.16,65.88,49.09,77.74,61.32,59.7,63.4,67.61,61.82,168.12,20.34,2.28,54.37,224.85,160.44,126.88,95.16,431.42,89.83,163.38,102.97,35.685,60.77,84.15,136.4013,57.65,73.0122,94.48,,25.71,167.44,141.49,63.18,53.21,80.11,680.73,143.0,16.74,36.42,39.91,34.36,141.55,37.58,,371.1301,43.88,368.68,36.155,68.4,54.72,144.75,17.99,60.79,131.86,31.175,88.69,87.92,58.38,47.59,20.11,63.36,84.63,34.63,48.12,539.79,554.3,32.13,72.84,30.63,161.02,51.83,34.95
2015-05-28,41.75,41.97,156.35,131.78,67.47,113.1,60.57,49.26,96.91,80.015,68.31,52.66,85.97,300.07,54.55,40.44,56.1,13.33,116.39,31.28,313.08,59.45,38.24,65.86,48.8,77.03,60.59,61.18,63.74,67.8,61.94,166.19,20.36,2.27,54.17,225.04,157.35,127.01,94.6,426.57,89.71,164.22,102.9,35.805,59.79,83.92,137.0115,57.63,73.3724,94.43,,25.725,167.78,142.38,62.81,52.71,80.09,679.51,142.33,16.67,36.4797,39.89,34.18,141.43,37.94,,368.5326,43.95,369.51,35.93,69.15,54.57,144.74,18.27,60.38,131.55,30.7,88.11,86.01,58.43,47.15,19.92,62.5,84.3,33.85,48.39,539.78,554.2,32.05,72.38,30.73,160.87,51.62,34.8
2015-05-29,41.19,42.37,153.22,130.28,66.59,112.56,59.72,48.6,96.04,79.09,67.96,52.85,85.51,298.03,54.15,40.23,56.29,13.6,117.97,31.11,306.81,58.61,37.93,65.85,48.45,76.27,60.15,60.67,64.64,67.32,62.44,163.84,20.13,2.28,53.76,223.66,156.26,124.59,92.79,429.23,89.0,167.85,101.22,35.69,59.84,83.61,135.6802,57.05,72.8531,92.73,,25.26,166.5,148.07,61.91,52.87,79.72,673.62,140.52,16.5,36.1864,39.47,34.7,140.51,37.708,,365.668,43.36,365.78,35.495,64.6,54.18,143.0,18.27,60.15,130.03,30.45,88.17,85.32,58.52,46.33,19.79,61.73,83.56,33.96,48.34,532.11,545.3,31.73,71.04,30.65,159.08,51.2,34.54
2015-06-01,40.92,44.18,153.32,130.535,66.93,113.26,60.34,48.94,96.19,79.87,68.75,53.03,85.3,297.14,54.39,40.22,56.01,13.64,119.62,31.05,309.16,58.68,38.61,65.62,48.55,75.23,59.85,61.74,66.09,66.92,62.04,164.78,20.31,2.25,53.7,223.09,157.03,124.59,94.23,430.92,89.41,168.07,100.91,35.91,58.87,83.84,136.3181,57.2,72.7274,93.6,,25.395,168.29,146.62,61.88,52.85,79.47,673.36,141.25,16.55,36.0451,39.17,34.37,140.82,37.452,,362.3152,42.92,364.27,35.715,66.48,54.28,143.35,18.51,60.86,131.65,30.11,88.42,85.53,58.06,46.78,19.81,62.11,83.39,34.14,48.32,533.99,549.2,31.86,71.7,30.695,158.98,51.2,34.35
2015-06-02,41.11,43.775,155.36,129.96,66.62,112.48,59.66,48.94,96.33,79.82,67.71,52.76,85.45,298.22,54.35,39.62,55.17,13.45,117.33,31.13,305.71,59.68,38.06,65.74,48.36,75.46,60.66,62.37,65.72,67.13,62.39,163.91,20.375,2.3,54.04,224.74,156.44,126.08,94.15,430.99,89.53,164.14,101.2,35.59,59.6,84.79,136.9653,57.66,73.2886,92.92,,25.53,165.35,144.16,60.77,52.28,79.99,675.74,143.25,16.72,36.056,39.45,34.77,140.51,37.74,,357.0373,42.9,363.4,35.495,65.8,53.81,143.03,18.29,61.19,129.57,29.9,88.03,86.17,57.35,47.03,19.95,61.64,83.95,34.17,47.67,539.18,554.0,31.96,72.1,30.26,159.08,50.63,34.36
2015-06-03,41.1,43.13,156.53,130.12,67.01,112.38,62.05,48.86,96.98,80.13,67.29,52.46,85.465,299.0,54.94,39.31,54.38,13.15,116.95,31.255,306.42,61.11,37.23,66.4,48.25,76.02,61.45,63.4,65.86,67.72,62.81,161.53,20.36,2.28,54.12,226.07,157.13,127.36,92.68,436.59,91.02,163.76,101.91,36.15,58.95,83.92,137.1409,57.88,74.0006,91.48,,25.96,161.4,143.06,61.14,51.68,80.6,681.79,143.81,16.93,35.8007,40.0,35.07,140.58,38.7,,356.9083,43.41,364.95,35.72,65.7,54.23,143.19,18.23,61.62,127.9,30.02,88.02,86.23,57.42,47.82,20.225,64.62,84.3,34.14,47.38,540.31,555.3,32.01,72.81,29.805,160.16,50.35,35.03
2015-06-04,40.54,42.17,156.6,129.36,67.42,111.49,63.31,48.68,95.93,78.75,66.94,51.39,84.08,295.19,53.73,39.09,54.29,13.02,115.98,31.055,303.38,60.61,37.2,65.56,47.86,75.14,61.27,62.79,65.51,67.05,61.83,159.06,20.06,2.33,53.3,223.02,158.09,125.33,94.67,430.78,89.64,161.45,100.81,35.73,58.25,83.4,134.9129,56.95,72.9033,91.63,,25.685,161.01,141.2,60.56,51.72,79.36,678.18,141.19,16.78,35.6486,39.71,34.53,140.19,39.384,,354.01599999999996,42.96,357.83,35.225,65.77,53.61,141.37,17.91,60.53,127.46,29.625,87.61,85.47,57.47,47.39,20.13,63.35,83.19,34.11,47.07,536.7,551.7,31.41,73.09,29.53,158.35,49.88,35.27
2015-06-05,40.31,41.72,157.39,128.65,67.4,111.5,63.82,48.45,95.4,78.86,67.37,51.01,84.26,295.42,54.61,38.37,53.44,13.15,116.86,30.905,302.3,60.5,37.08,65.92,47.89,75.24,61.13,62.91,65.66,66.48,61.9,160.26,20.15,2.33,53.88,222.15,157.25,126.61,92.52,426.95,90.12,162.82,100.97,35.735,59.35,84.49,134.5893,57.14,73.1378,89.98,,25.77,161.05,143.81,60.8,50.79,79.39,675.5,140.73,17.19,35.3226,40.2,34.53,140.03,38.896,,357.2583,43.36,355.32,35.44,66.2,53.55,140.76,17.85,60.06,126.18,29.67,88.04,86.05,57.1,47.25,20.39,64.18,84.94,33.85,46.54,533.33,549.5,31.48,73.7,29.145,157.08,48.21,34.57
2015-06-08,39.95,39.86,157.31,127.8,67.79,110.22,63.1,48.44,94.77,78.16,65.95,51.01,83.5,295.51,54.24,37.93,53.46,13.08,116.0,30.81,298.66,59.66,37.02,65.55,47.7,74.89,60.69,61.99,62.53,65.82,61.4,159.38,19.87,2.31,53.99,220.21,156.47,126.13,92.83,423.5,88.82,161.89,100.47,35.265,58.21,82.96,133.6278,56.86,72.7358,90.62,,25.44,160.95,138.63,60.69,51.08,78.81,678.45,140.64,17.08,35.0618,40.27,34.29,139.57,38.972,,355.8859,43.34,353.45,35.81,65.32,52.81,139.52,17.7,59.89,125.99,29.44,87.99,86.15,57.39,47.02,20.0,63.35,84.94,33.81,46.28,526.83,543.5,31.25,72.16,29.02,156.59,48.32,34.59
2015-06-09,40.12,40.325,157.42,127.42,67.67,109.12,61.51,48.18,94.94,77.9,65.69,51.01,83.16,293.53,53.92,37.87,53.46,13.51,117.24,30.835,296.87,59.99,36.8,65.82,47.5,72.9,60.6,61.58,60.65,65.71,60.95,159.04,19.91,2.29,53.74,218.48,154.8,126.33,92.07,425.48,88.8,162.59,100.61,35.225,58.57,83.22,133.5261,56.69,72.5097,89.9,,25.52,160.65,140.21,61.23,51.0,79.17,676.04,140.1,17.31,34.8119,40.6,33.83,137.93,38.864000000000004,,351.8607,43.4,352.73,35.65,65.08,52.58,139.63,17.39,59.99,124.89,29.43,87.66,86.73,57.59,47.2,19.71,63.77,85.57,33.89,46.57,526.69,542.2,31.96,72.59,28.905,156.98,48.56,34.51
2015-06-10,40.52,40.43,160.27,128.88,68.24,108.75,63.0,48.5,96.52,79.56,67.72,52.21,84.175,299.71,54.97,37.81,53.89,13.32,117.94,31.26,301.29,61.68,36.94,67.55,48.08,74.61,61.17,62.52,60.76,66.91,61.62,169.88,20.04,2.32,54.52,223.86,155.55,129.86,92.7,430.77,90.51,164.37,102.39,35.52,58.96,84.61,134.9221,57.39,73.9587,90.29,,25.5,161.34,142.86,62.05,50.76,80.19,681.58,141.62,17.59,35.8659,41.16,34.22,140.05,39.376,,357.8478,43.74,355.61,35.89,65.53,52.8,140.86,17.74,60.96,126.22,30.08,88.77,88.48,58.04,47.0,19.84,63.82,86.93,33.95,46.84,536.69,552.6,30.3,73.15,29.02,159.04,49.22,34.72
2015-06-11,40.53,40.02,160.53,128.59,68.04,110.41,63.44,49.06,96.92,79.65,67.22,52.06,84.62,300.63,54.48,38.3,54.31,13.52,117.95,31.495,301.92,61.99,37.5,67.04,48.64,74.05,61.46,62.96,61.82,67.49,61.65,168.77,19.78,2.32,54.82,224.15,157.96,129.63,93.42,432.97,91.8,163.97,103.19,36.47,58.15,83.93,135.1625,57.5,73.5064,91.9,,25.3,162.96,141.99,62.17,50.93,80.3,684.84,142.96,17.49,37.0828,40.9,34.2,140.86,39.308,,362.4902,43.88,356.81,36.38,65.85,52.97,141.36,17.81,60.8,126.77,30.265,89.67,88.17,58.565,47.83,19.75,64.32,87.66,33.97,46.83,534.61,550.0,30.41,72.78,29.395,159.86,48.33,34.88
2015-06-12,39.84,40.705,161.21,127.17,67.05,110.15,63.65,48.67,96.1,79.86,66.26,51.91,83.85,301.55,54.06,37.77,53.93,13.35,115.87,31.285,298.98,61.89,37.18,66.82,48.51,73.44,59.78,63.02,63.5,67.37,61.1,169.04,19.62,2.31,54.76,221.65,156.12,128.33,93.2,429.92,90.88,160.71,102.23,36.595,58.18,83.12,134.0069,57.69,73.3472,91.21,,25.4,162.54,140.47,62.09,50.5,79.53,682.08,142.8,17.49,37.0828,41.07,34.2,139.6,39.268,,358.0965,43.68,353.43,36.05,65.28,52.15,140.29,17.56,60.5,126.1,30.14,88.88,87.85,58.31,47.42,19.85,63.7,87.57,33.8,46.73,532.33,547.5,30.62,72.86,29.06,158.04,48.04,34.65
2015-06-15,39.52,40.07,158.32,126.92,66.91,110.63,65.02,48.07,95.79,78.9,66.7,51.27,82.92,299.46,53.56,37.73,53.65,13.44,121.01,31.025,301.35,62.57,36.92,66.6,48.58,72.5,57.92,63.22,62.66,66.67,60.86,173.22,19.71,2.32,54.08,221.23,156.1,127.89,92.26,423.67,88.77,164.46,102.56,36.39,57.97,82.67,133.2488,56.99,73.1295,91.22,,24.54,162.76,143.12,61.07,49.72,79.25,674.0,142.29,17.47,36.9089,41.25,34.12,138.58,38.864000000000004,,357.6452,43.29,355.28,35.77,65.42,51.62,139.4,17.37,60.05,125.1,29.805,88.27,87.13,59.47,47.23,19.82,63.75,87.49,33.9,46.33,527.2,543.0,30.14,71.55,28.935,155.87,47.54,34.41
2015-06-16,39.79,39.48,159.05,127.6,66.77,111.18,65.71,48.48,96.7,79.94,66.63,51.45,83.275,297.42,53.435,37.81,53.73,13.58,124.97,31.225,298.98,61.98,37.58,67.71,49.08,72.85,57.98,64.29,62.28,67.33,60.61,177.14,19.82,2.35,54.3,223.82,156.23,128.47,93.26,427.26,89.87,166.85,103.36,36.615,59.05,83.61,134.7095,57.15,73.431,91.83,,24.74,164.51,141.99,61.8,49.35,79.36,675.78,142.34,17.55,36.86,41.46,34.39,139.24,39.616,,357.6452,43.2,357.28,35.645,65.97,51.91,139.71,17.58,60.19,126.02,30.17,89.12,86.59,59.2,47.45,19.86,63.93,88.07,34.09,47.55,528.15,544.9,30.45,72.2,29.14,156.49,48.02,34.67
2015-06-17,39.6,39.88,158.99,127.3,67.77,111.51,65.65,48.57,96.93,77.91,67.23,50.94,83.275,297.7,53.575,38.09,54.06,13.67,123.86,31.235,298.79,61.86,37.89,67.57,49.33,72.81,58.45,62.29,62.03,67.18,61.17,179.81,19.54,2.47,54.41,223.31,155.65,128.35,94.12,427.81,89.87,165.16,103.72,36.68,57.67,83.03,135.1348,57.03,74.411,92.7,,24.87,166.62,140.685,62.45,49.57,80.32,673.33,143.43,17.37,37.023,41.16,34.01,139.76,39.988,,360.0216,43.15,357.3,35.735,66.3,51.77,139.97,17.61,60.5,126.91,30.29,89.99,87.25,59.26,47.58,20.02,64.025,87.84,34.11,47.76,529.26,546.6,30.25,72.28,29.295,156.95,48.56,34.8
2015-06-18,39.9,39.975,160.25,127.88,68.98,111.92,67.16,49.94,97.31,79.39,68.3,51.37,84.58,301.27,54.165,38.54,54.83,13.85,124.5,31.545,302.47,62.29,38.47,68.61,49.22,73.27,59.64,62.15,63.99,68.35,61.41,184.01,19.84,2.52,55.1,225.04,160.12,129.48,96.18,439.39,90.72,165.24,104.52,36.835,57.23,82.89,135.8466,58.2,74.5869,93.3,,25.14,168.29,143.0,62.62,50.45,80.77,684.23,145.38,17.38,37.6206,41.28,35.01,140.81,40.64,,369.8682,43.27,360.88,36.045,66.62,52.31,142.67,18.02,60.91,128.09,30.49,89.85,87.44,58.65,48.62,20.16,64.8,88.52,33.58,48.24,536.73,556.2,30.37,71.96,29.715,159.62,49.46,35.02
2015-06-19,39.49,41.56,160.5,126.6,69.48,111.47,67.73,49.89,97.02,79.7,67.91,51.5,84.41,302.71,53.57,38.26,54.47,13.85,124.07,31.28,302.37,61.83,38.15,68.56,49.03,72.29,58.6,63.24,64.65,66.45,61.67,184.4,19.72,2.58,54.57,225.13,160.72,127.84,95.97,434.92,90.92,165.06,102.99,36.825,56.54,81.82,134.2103,57.69,74.679,93.23,,25.01,165.86,142.89,62.23,50.31,80.19,681.67,145.13,17.17,37.7075,41.02,34.95,141.83,40.364000000000004,,378.6187,43.12,359.19,36.195,66.8,52.15,140.96,17.84,60.37,126.71,30.48,89.87,87.52,58.43,48.92,20.07,64.21,88.42,33.11,48.27,536.69,557.5,30.65,69.27,29.57,158.95,49.32,34.99
2015-06-22,39.81,43.03,163.26,127.61,70.12,111.79,68.36,50.03,98.59,82.28,68.02,51.99,85.0,305.5,54.55,38.31,54.24,13.94,128.05,31.415,307.25,62.58,38.05,68.49,49.04,73.01,59.01,63.31,66.22,66.28,62.08,188.24,19.86,2.62,54.75,227.9,162.22,129.35,95.79,436.29,91.8,171.04,103.69,36.97,57.53,81.97,134.8389,57.93,74.4026,92.5,,25.23,164.91,143.275,62.36,50.28,81.25,681.5,145.7,17.47,38.0443,41.19,34.92,142.97,40.576,,384.6242,43.47,358.96,36.235,67.06,52.65,141.53,17.89,60.78,125.62,30.66,89.86,88.27,58.395,49.92,20.15,64.16,89.32,33.21,48.3,538.19,559.7,31.26,68.03,29.525,159.68,49.79,35.04
2015-06-23,39.6,42.725,163.89,127.03,70.02,111.81,67.4,49.88,98.25,83.55,67.53,52.0,84.77,304.18,54.09,37.76,53.34,13.71,128.2,31.425,312.32,63.32,37.38,68.87,49.06,72.23,58.96,62.98,66.52,66.36,62.08,190.92,19.96,2.61,54.69,227.92,161.69,129.76,96.25,445.99,91.95,170.0,104.01,36.98,58.85,82.22,133.9329,57.73,74.1597,91.62,,25.42,162.7,141.64,62.15,50.02,81.36,685.54,144.43,17.67,38.391999999999996,41.56,34.87,143.17,40.512,,383.4176,43.66,360.15,36.235,67.33,52.31,141.33,17.95,60.42,124.97,30.84,89.23,88.45,57.9,49.48,20.05,63.77,89.38,32.62,48.29,540.48,563.4,31.3,68.73,29.06,159.84,49.08,35.91
2015-06-24,40.19,42.24,163.42,128.11,69.22,109.6,66.65,49.5,97.77,83.4,66.84,51.45,83.63,303.39,53.91,37.78,52.96,13.64,127.51,31.24,308.66,62.92,37.18,68.4,48.67,71.325,57.64,61.12,66.2,65.95,62.05,184.98,20.1,2.62,54.07,226.42,159.89,128.38,95.08,440.84,91.09,167.97,103.54,36.545,58.71,81.45,132.8697,56.79,73.6404,90.19,,25.44,162.32,139.97,61.65,49.7,80.74,679.64,143.0,17.49,38.919000000000004,41.16,33.93,141.7,40.096,,378.2502,43.29,355.57,36.12,66.81,51.62,140.09,17.94,59.73,124.87,30.67,87.03,88.17,57.12,49.84,20.03,62.6,89.09,32.32,48.01,537.84,558.6,30.5,68.12,28.84,157.54,48.97,35.78
2015-06-25,40.05,42.24,164.2,127.5,69.82,107.61,66.05,49.33,99.48,83.94,66.59,50.7,83.35,303.97,53.3,37.51,52.62,13.53,132.6,31.67,309.15,62.43,37.13,68.03,48.43,71.37,58.27,61.57,65.43,65.03,61.73,185.9,20.06,2.58,53.8,225.89,158.76,127.86,94.74,440.1,91.87,170.34,103.05,36.615,57.8,80.73,132.0469,56.18,74.3272,88.92,,25.4,161.5,139.23,61.4,49.37,79.88,680.31,142.45,17.37,39.2992,41.02,33.83,141.91,40.032,,378.8397,42.85,351.13,36.275,66.84,51.56,139.45,18.23,59.44,123.26,30.175,86.67,86.72,57.56,50.04,20.14,62.47,88.85,31.91,47.7,535.23,558.0,30.55,68.07,28.685,155.92,49.16,36.18
2015-06-26,40.02,41.44,164.28,126.75,70.46,107.84,66.75,49.97,99.0,82.74,65.8,49.57,83.31,302.95,52.2,37.73,52.91,13.46,130.05,31.845,306.6,62.73,37.3,68.37,48.17,71.13,59.1,62.63,64.75,65.83,61.63,184.45,19.78,2.47,55.11,226.76,158.02,128.42,94.24,438.1,92.19,164.68,102.75,36.71,58.48,81.36,131.3535,55.68,74.2183,88.67,,25.04,161.92,135.15,62.2,49.7,79.88,677.47,142.48,17.41,39.0711,41.29,33.97,142.04,40.372,,376.4817,42.98,354.47,36.3,67.54,50.68,139.78,18.09,59.49,123.43,29.89,86.03,86.82,57.3,50.6,20.04,63.04,89.06,31.98,47.85,531.69,553.1,30.58,68.41,28.92,157.09,49.48,36.12
2015-06-29,38.74,39.75,158.93,124.53,67.18,106.1,65.33,49.01,96.68,81.28,63.99,48.45,80.91,291.45,50.41,37.54,52.8,13.16,127.28,30.72,299.25,61.59,36.93,66.61,47.26,69.18,56.24,61.65,63.86,64.68,59.9,177.76,19.21,2.34,54.04,219.27,151.6,123.79,92.94,429.86,91.0,163.06,100.05,35.79,57.21,78.59,126.7772,56.84,70.801,87.34,,24.49,159.08,132.01,61.02,48.93,77.8,663.16,138.73,16.89,38.3811,40.25,32.73,141.78,39.916,,364.9495,41.79,344.54,35.56,65.97,50.04,136.51,17.81,57.46,120.83,29.07,83.74,85.3,57.06,48.95,19.49,61.69,87.75,31.47,47.01,521.52,541.3,29.51,66.35,28.77,153.95,48.67,35.77
